TIME_S,ACC_VERTICAL_MS2
918.941184,-8.11640877786556
918.948996,-8.078281713642955
918.956808,-8.007050415716755
918.96462,-7.983140074457598
918.972432,-7.97043416082943
918.980244,-7.944028663256812
918.988056,-7.872778174667524
918.995868,-7.849360466003417
919.00368,-7.8513476426930335
919.011492,-7.899177730442116
919.019304,-7.928052804449616
919.027116,-8.065774058172536
919.034928,-8.283530361975188
919.04274,-8.453411185552204
919.050552,-8.597446492306329
919.058364,-8.681420088638463
919.066176,-8.722406104022037
919.073988,-8.577402316663305
919.0818,-8.4670482942568
919.089612,-8.350835981212759
919.097424,-8.369419184331704
919.105236,-8.240541287891936
919.113048,-7.954367869247871
919.12086,-7.84102831946479
919.128672,-7.9343277060175375
919.136484,-7.927432527741076
919.144296,-8.056229765697191
919.152108,-8.35305749558206
919.15992,-8.743211665288381
919.167732,-9.112958557517553
919.175544,-9.270678194173698
919.183356,-9.408756889037539
919.191168,-9.643115989746578
919.19898,-9.923188904768617
919.206792,-9.879896405715296
919.214604,-9.675735034461578
919.222416,-9.563620521920338
919.230228,-9.700229155974576
919.23804,-9.889412244852657
919.245852,-9.93214442311222
919.253664,-10.143922080368691
919.261476,-10.76361036959881
919.269288,-11.3082517958798
919.2771,-11.735873856261849
919.284912,-12.16371298391688
919.292724,-12.291458261971343
919.300536,-12.259026859292725
919.308348,-12.330405530841668
919.31616,-12.342755176583736
919.323972,-12.036864856103312
919.331784,-11.39570458266165
919.339596,-10.578030258462908
919.347408,-9.453572600992208
919.35522,-8.303659072486303
919.363032,-7.415934148586072
919.370844,-6.9446389357737255
919.378656,-6.911679437061926
919.386468,-6.984116299116971
919.39428,-7.355355041029815
919.402092,-7.853068518565364
919.409904,-8.271686673820454
919.417716,-8.469246700978315
919.425528,-8.724695459456415
919.43334,-8.95344593032958
919.441152,-9.098579708720907
919.448964,-9.207081840268081
919.456776,-9.27493517031379
919.464588,-9.195860839659167
919.4724,-8.966612929726672
919.480212,-8.811964293074304
919.488024,-8.76269650495913
919.495836,-8.69988429308304
919.503648,-8.590906105227038
919.51146,-8.508560180664062
919.519272,-8.50503485177153
919.527084,-8.408697734780025
919.534896,-8.34942343120902
919.542708,-8.325403309710856
919.55052,-8.004191043418729
919.558332,-8.234353003963347
919.566144,-8.408713641277153
919.573956,-8.342016390391759
919.581768,-8.127951151702463
919.58958,-8.069528107025413
919.597392,-8.081735061018675
919.605204,-8.091351988922693
919.613016,-8.031606053384458
919.620828,-8.005900461237669
919.62864,-7.945730398449602
919.636452,-7.908678822460635
919.644264,-7.858998515944084
919.652076,-7.786610961830084
919.659888,-7.742053452358451
919.6677,-7.813164548207355
919.675512,-7.829636886536633
919.683324,-7.964732273810348
919.691136,-8.122581058932889
919.698948,-8.258133564859675
919.70676,-8.4264954833418
919.714572,-8.523721759428302
919.722384,-8.61091131219848
919.730196,-8.74602596978316
919.738008,-8.903446485577266
919.74582,-9.0263524925898
919.753632,-9.172417542059534
919.761444,-9.302884890736523
919.769256,-9.326456069946289
919.777068,-9.32687635554801
919.78488,-9.337406738074206
919.792692,-9.29994710432952
919.800504,-9.24100399017334
919.808316,-9.24392458736988
919.816128,-9.32395303995466
919.82394,-9.250302316467396
919.831752,-9.167759895324707
919.839564,-9.171072704390385
919.847376,-9.26376282999431
919.855188,-9.214527495215892
919.863,-9.159662598411181
919.870812,-9.282146799948908
919.878624,-9.4156064468417
919.886436,-9.533647310654445
919.894248,-9.89134534452295
919.90206,-10.353537139804681
919.909872,-10.769811138093022
919.917684,-11.238082558858812
919.925496,-12.185282560373167
919.933308,-12.942894386256345
919.94112,-12.24027596950592
919.948932,-9.916178907972084
919.956744,-7.848878970757102
919.964556,-7.118916370169175
919.972368,-7.207952245194491
919.98018,-8.117417216484082
919.987992,-8.844678454250802
919.995804,-9.421530369056901
920.003616,-10.08063253385377
920.011428,-10.380689910174759
920.01924,-10.88233089764384
920.027052,-11.036280109036353
920.034864,-10.676754842231114
920.042676,-10.160922478237826
920.050488,-9.92108916748078
920.0583,-9.805376673501636
920.066112,-9.519040030949737
920.073924,-9.426206559080134
920.081736,-9.106869332603923
920.089548,-8.726161608620297
920.09736,-8.276427357599308
920.105172,-7.888154702740819
920.112984,-7.573465102920913
920.120796,-7.345013301839112
920.128608,-7.221806405220144
920.13642,-7.070755619424096
920.144232,-7.155825655148793
920.152044,-7.2320989271462786
920.159856,-7.403381607466282
920.167668,-7.591008010914066
920.17548,-7.919850345032019
920.183292,-8.22462119081969
920.191104,-8.513455326969424
920.198916,-8.668006432587466
920.206728,-8.692796328759568
920.21454,-8.723438274781032
920.222352,-8.571090927841752
920.230164,-8.620657802909934
920.237976,-8.688324594442753
920.245788,-8.574767685156266
920.2536,-8.344309500446855
920.261412,-8.166015239233124
920.269224,-8.143444007083547
920.277036,-8.17969429718795
920.284848,-8.202640505983203
920.29266,-8.18151947100591
920.300472,-8.26770245493351
920.308284,-8.377191793961337
920.316096,-8.475942165735038
920.323908,-8.608385111695977
920.33172,-8.685960043137317
920.339532,-8.90566598532814
920.347344,-9.115336258738228
920.355156,-8.993278223614904
920.362968,-8.8826541571066
920.37078,-9.154033397199921
920.378592,-9.51633577238166
920.386404,-9.758534146405097
920.394216,-10.360093309252818
920.402028,-11.49115237484176
920.40984,-12.868811290934339
920.417652,-13.34083556689425
920.425464,-12.8426974634805
920.433276,-11.997296264949238
920.441088,-10.626221958049566
920.4489,-9.110610745591623
920.456712,-7.132993712706587
