TIME_S,ACC_VERTICAL_MS2
769.95072,-11.507912628967723
769.958532,-11.456043993918513
769.966344,-11.17553009029297
769.974156,-10.745044567635953
769.981968,-10.242901938895052
769.98978,-9.785849388843307
769.997592,-9.398639452773264
770.005404,-9.032437792937692
770.013216,-8.756609761179385
770.021028,-8.660305910457176
770.02884,-8.668950213692582
770.036652,-8.672512941707176
770.044464,-8.618614065698996
770.052276,-8.57485695588424
770.060088,-8.625177429568383
770.0679,-8.820082708920497
770.075712,-9.171921973036842
770.083524,-9.649451696190512
770.091336,-10.17436046348893
770.099148,-10.622878514493483
770.10696,-10.89546071900289
770.114772,-11.002217955876826
770.122584,-11.002466492009706
770.130396,-10.896455334878398
770.138208,-10.689189984858547
770.14602,-10.479759343497719
770.153832,-10.310543118526546
770.161644,-10.10329314417333
770.169456,-9.82447101046666
770.177268,-9.49158794535392
770.18508,-9.158416095744872
770.192892,-8.841018228429546
770.200704,-8.558312955767962
770.208516,-8.343567903140723
770.216328,-8.167387384789697
770.22414,-8.010344440974887
770.231952,-7.898513244786123
770.239764,-7.820000325032909
770.247576,-7.746760014503721
770.255388,-7.652733884160481
770.2632,-7.535957718920701
770.271012,-7.358504446603918
770.278824,-7.180326479185898
770.286636,-7.103071002794179
770.294448,-7.106344568276244
770.30226,-7.151525468439257
770.310072,-7.205639782474332
770.317884,-7.275248050323323
770.325696,-7.388406961229384
770.333508,-7.543440933708466
770.34132,-7.735102641417684
770.349132,-8.06031129327238
770.356944,-8.371491614283887
770.364756,-8.49961544511505
770.372568,-8.659137680422829
770.38038,-8.95861505754044
770.388192,-9.217393991203508
770.396004,-9.371203891326388
770.403816,-9.507110694098094
770.411628,-9.57060432434082
770.41944,-9.563690164185939
770.427252,-9.572222764346762
770.435064,-9.617377147879651
770.442876,-9.71988321311889
770.450688,-9.916361493815291
770.4585,-10.146686448601656
770.466312,-10.145273819218701
770.474124,-9.919101947188118
770.481936,-9.996000650367556
770.489748,-10.85592377423874
770.49756,-11.968063480444567
770.505372,-12.050503928199527
770.513184,-11.206944406925144
770.520996,-10.497655956049087
770.528808,-10.069948228757696
770.53662,-9.727670831776727
770.544432,-9.601919782143401
770.552244,-9.841818365690024
770.560056,-10.443122388153153
770.567868,-11.098086060344777
770.57568,-11.456358420136308
770.583492,-11.515303410082307
770.591304,-11.485580568717626
770.599116,-11.530127020292385
770.606928,-11.641569351426742
770.61474,-11.680905455498113
770.622552,-11.62203375526935
770.630364,-11.577934449718844
770.638176,-11.579508668525293
770.645988,-11.550372511854308
770.6538,-11.39288794173589
770.661612,-11.085203500387305
770.669424,-10.657022420413725
770.677236,-10.201620129030054
770.685048,-9.782813325272544
770.69286,-9.421288241622268
770.700672,-9.1192755746756
770.708484,-8.81097914854828
770.716296,-8.495174641556712
770.724108,-8.21068892496642
770.73192,-7.9696782394818335
770.739732,-7.8118581115596655
770.747544,-7.7157523120302525
770.755356,-7.66469911545042
770.763168,-7.640286128804456
770.77098,-7.636504230411372
770.778792,-7.641834259033203
770.786604,-7.655584311030491
770.794416,-7.707492699243542
770.802228,-7.753240504684223
770.81004,-7.812014823256474
770.817852,-7.883719698962475
770.825664,-7.917268085455326
770.833476,-7.956955979566631
770.841288,-8.017992062009007
770.8491,-8.030939772137604
770.856912,-8.033999071299405
770.864724,-8.085876147440624
770.872536,-8.152249783723803
770.880348,-8.254481715469838
770.88816,-8.381887174244577
770.895972,-8.558852745091311
770.903784,-8.751133154064828
770.911596,-8.922036896103538
770.919408,-9.086054744090697
770.92722,-9.251580647739912
770.935032,-9.456766597686276
770.942844,-9.70240600719718
770.950656,-9.910748900722616
770.958468,-10.047360228100676
770.96628,-10.143503693327105
770.974092,-10.17412044302476
770.981904,-10.189325570053164
770.989716,-10.205389022827148
770.997528,-10.191686239526959
771.00534,-10.09191563113555
771.013152,-9.988024569509948
771.020964,-9.940691548426448
771.028776,-9.73971739185157
771.036588,-9.533391381677333
771.0444,-9.574158597721816
771.052212,-9.794479028376768
771.060024,-10.288928756635757
771.067836,-11.24780998943008
771.075648,-11.904838473150217
771.08346,-11.238767177884991
771.091272,-9.87319074079259
771.099084,-9.222895931599389
771.106896,-9.43306186985576
771.114708,-9.706878027791436
771.12252,-9.69753416103635
771.130332,-9.52760027423005
771.138144,-9.39529918888902
771.145956,-9.390424685666211
771.153768,-9.575943961361958
771.16158,-9.882555316792228
771.169392,-9.98127726536803
771.177204,-9.703060756064737
771.185016,-9.407101866378989
771.192828,-9.449402048474266
771.20064,-9.634972231406095
771.208452,-9.725374325093075
771.216264,-9.755164816582756
771.224076,-9.820540141888417
771.231888,-9.897713352131596
771.2397,-9.876839063500846
771.247512,-9.770910673244025
771.255324,-9.635185559590656
