TIME_S,ACC_VERTICAL_MS2
285.981696,-10.715971261648253
285.989508,-10.57228581010952
285.99732,-10.614812883542836
286.005132,-11.261310789076049
286.012944,-11.798665160332082
286.020756,-12.156801941878722
286.028568,-12.300386812158322
286.03638,-11.75702285864264
286.044192,-11.038133049963317
286.052004,-10.798614489868937
286.059816,-10.629063061235687
286.067628,-10.416063487049133
286.07544,-10.177411321609739
286.083252,-9.855408271133427
286.091064,-9.455472222028934
286.098876,-9.052350829722679
286.106688,-8.739338102794829
286.1145,-8.412672695881058
286.122312,-8.119116837344777
286.130124,-7.874987463265731
286.137936,-7.681694514435252
286.145748,-7.523022507046811
286.15356,-7.371591480024614
286.161372,-7.334013883433502
286.169184,-7.3488569259643555
286.176996,-7.327079344021591
286.184808,-7.268689179563895
286.19262,-7.224476311063986
286.200432,-7.098464458219466
286.208244,-6.91767295209757
286.216056,-6.855612254533612
286.223868,-6.8532999443455545
286.23168,-6.891907982708442
286.239492,-6.921597480773926
286.247304,-7.044981388745975
286.255116,-7.36136591194931
286.262928,-7.831808683509651
286.27074,-8.363942892347271
286.278552,-8.915551462236943
286.286364,-9.404504849726727
286.294176,-9.814903868125096
286.301988,-10.147480214098328
286.3098,-10.418690362589455
286.317612,-10.559034825103806
286.325424,-10.583818435668945
286.333236,-10.61281517402856
286.341048,-10.71238864902588
286.34886,-10.86839166845786
286.356672,-11.104491733979764
286.364484,-11.493916267410643
286.372296,-12.109960968340882
286.380108,-12.7432400540965
286.38792,-13.085136593761533
286.395732,-13.021971828039876
286.403544,-12.630708274577586
286.411356,-12.007211474676737
286.419168,-11.234148823903636
286.42698,-10.293203778713712
286.434792,-9.325687472904516
286.442604,-8.542740155987438
286.450416,-8.00392693300246
286.458228,-7.68747928810315
286.46604,-7.549600101045193
286.473852,-7.678877103256993
286.481664,-8.084870628534702
286.489476,-8.621525195898204
286.497288,-9.18303650584028
286.5051,-9.773411974871527
286.512912,-10.268057717705652
286.520724,-10.921660300224058
286.528536,-11.450378667464502
286.536348,-11.649870999458809
286.54416,-11.60073846325286
286.551972,-11.189177299418471
286.559784,-10.791089594646508
286.567596,-10.565881558116413
286.575408,-10.233347291481353
286.58322,-9.603879092109551
286.591032,-9.058711895989077
286.598844,-8.711434249458035
286.606656,-8.293038757188503
286.614468,-7.934735682287427
286.62228,-7.716700764845044
286.630092,-7.612972760588049
286.637904,-7.6362932579857965
286.645716,-7.810544268876177
286.653528,-8.033047823312646
286.66134,-8.153987298208275
286.669152,-8.258298208734592
286.676964,-8.407001275404703
286.684776,-8.558477175156398
286.692588,-8.647265662492801
286.7004,-8.595162135754087
286.708212,-8.56680953217334
286.716024,-8.581804275512695
286.723836,-8.545766393216459
286.731648,-8.527974486167896
286.73946,-8.489744308204152
286.747272,-8.45973014831543
286.755084,-8.45973014831543
286.762896,-8.452526562285923
286.770708,-8.476334898599692
286.77852,-8.568375071683299
286.786332,-8.726446222895836
286.794144,-8.952751691440284
286.801956,-9.252261668054656
286.809768,-9.617814621190444
286.81758,-10.04440534482551
286.825392,-10.366527661749846
286.833204,-10.576865875627906
286.841016,-10.649869632586679
286.848828,-10.587312630855056
286.85664,-10.504039377416639
286.864452,-10.538679524022182
286.872264,-10.806748819424444
286.880076,-11.494336336107303
286.887888,-12.62761126268876
286.8957,-13.418355607278396
286.903512,-12.952111042040285
286.911324,-12.054770558527029
286.919136,-11.355444438995853
286.926948,-10.358566841883253
286.93476,-9.211904680307743
286.942572,-8.233289463273179
286.950384,-7.653273092865806
286.958196,-7.514734171514975
286.966008,-7.311529893906862
286.97382,-7.115483303590121
286.981632,-7.331574685103941
286.989444,-7.873672123023686
286.997256,-8.539322418490253
287.005068,-9.349938382752097
287.01288,-10.269599519118891
287.020692,-11.116206879989342
287.028504,-11.646359864780177
287.036316,-11.613037768596877
287.044128,-11.257644991720877
287.05194,-10.86706673363636
287.059752,-10.3760988750155
287.067564,-9.864744413466681
287.075376,-9.460350218273344
287.083188,-9.06335100535011
287.091,-8.736483808883888
287.098812,-8.544649511816008
287.106624,-8.51280436806354
287.114436,-8.611777079787402
287.122248,-8.753225659243567
287.13006,-8.978513428241179
287.137872,-9.201949222588622
287.145684,-9.234656543653559
287.153496,-9.261667454820977
287.161308,-9.395109769005057
287.16912,-9.439259107890317
287.176932,-9.416956264139916
287.184744,-9.361798577594318
287.192556,-9.197619776040389
287.200368,-8.999368856579476
287.20818,-8.823440578364032
287.215992,-8.673965831075936
287.223804,-8.65422525593836
287.231616,-8.715255858162031
287.239428,-8.73334309570496
287.24724,-8.728293418884277
287.255052,-8.842804102060189
287.262864,-9.023808908047458
287.270676,-9.151756487510257
287.278488,-9.278031131244777
287.2863,-9.331509787132589
287.294112,-9.347912689385755
287.301924,-9.341621497931142
287.309736,-9.290694851296655
287.317548,-9.186754618505198
287.32536,-9.031028089313342
287.333172,-8.845837658137926
287.340984,-8.750617117742605
287.348796,-8.797685965676322
287.356608,-8.823864896298677
287.36442,-8.742279089109001
287.372232,-8.655941405787079
287.380044,-8.809261270511108
287.387856,-9.457295628343457
287.395668,-10.605531869396087
287.40348,-11.77185287697768
287.411292,-12.250249197515405
287.419104,-11.94507982470839
287.426916,-11.150071672756694
287.434728,-10.197944675295156
287.44254,-9.538499983735544
287.450352,-9.093976459129568
287.458164,-8.775826014249345
287.465976,-8.900649855946249
287.473788,-9.671428733761235
287.4816,-10.607009878662687
287.489412,-11.311712049668834
287.497224,-11.874175446936434
287.505036,-12.546749470970049
287.512848,-12.866602897644043
287.52066,-12.766790875579275
287.528472,-12.410547531877977
287.536284,-11.843880935711912
287.544096,-11.52068888770318
287.551908,-11.140052363253591
287.55972,-10.41666530134491
287.567532,-9.714915120574194
287.575344,-9.133058048854364
287.583156,-8.678405775876188
287.590968,-8.413938675688623
287.59878,-8.26644927362423
287.606592,-8.144388566551854
