TIME_S,ACC_VERTICAL_MS2
1209.92256,-8.622196004138015
1209.930372,-8.760040925251879
1209.938184,-8.88191322369138
1209.945996,-8.928868638022522
1209.953808,-8.893765291798989
1209.96162,-8.811879171813082
1209.969432,-8.756101991723758
1209.977244,-8.691511728845057
1209.985056,-8.62182977345114
1209.992868,-8.567751946720293
1210.00068,-8.47520226047885
1210.008492,-8.298916910943676
1210.016304,-8.082744772716234
1210.024116,-7.88218716215297
1210.031928,-7.685174529575654
1210.03974,-7.507321994527116
1210.047552,-7.378413729519358
1210.055364,-7.326159054470416
1210.063176,-7.343699939667232
1210.070988,-7.427427517685743
1210.0788,-7.488380141192937
1210.086612,-7.505827922791747
1210.094424,-7.671733511069451
1210.102236,-8.209063984040764
1210.110048,-9.105516656874634
1210.11786,-10.254874958481718
1210.125672,-11.7356962168821
1210.133484,-13.622552820688508
1210.141296,-15.179255856652167
1210.149108,-15.09847022811999
1210.15692,-13.577670325393012
1210.164732,-12.468941492871409
1210.172544,-12.601574322241424
1210.180356,-12.917176519121442
1210.188168,-12.435909980057174
1210.19598,-11.480309855797568
1210.203792,-10.882048485404823
1210.211604,-10.927311901427956
1210.219416,-11.291715374527556
1210.227228,-11.698035144952403
1210.23504,-11.956242251139816
1210.242852,-11.876216339460871
1210.250664,-11.391665669657206
1210.258476,-10.657499134288804
1210.266288,-10.013759005265157
1210.2741,-9.704901243376089
1210.281912,-9.776314651667004
1210.289724,-10.104120900471354
1210.297536,-10.442443841186936
1210.305348,-10.543771443462227
1210.31316,-10.23357956188493
1210.320972,-9.598921956226246
1210.328784,-8.866531230825922
1210.336596,-8.186359998924424
1210.344408,-7.6857235828679435
1210.35222,-7.436150837298607
1210.360032,-7.430700413520313
1210.367844,-7.575414859117961
1210.375656,-7.708003170601357
1210.383468,-7.737815490746092
1210.39128,-7.650694681752112
1210.399092,-7.512976333577151
1210.406904,-7.291698179059436
1210.414716,-7.017822590616406
1210.422528,-6.853688037584698
1210.43034,-6.858649841439917
1210.438152,-7.020627360294485
1210.445964,-7.289041282760234
1210.453776,-7.616825564968924
1210.461588,-7.948200582512083
1210.4694,-8.260338482219503
1210.477212,-8.539468518082227
1210.485024,-8.747151002234455
1210.492836,-8.89541935096899
1210.500648,-9.024477879572574
1210.50846,-9.110126581060172
1210.516272,-9.167563273610057
1210.524084,-9.169763173609038
1210.531896,-9.091116739064073
1210.539708,-9.06489914833439
1210.54752,-9.057892799377441
1210.555332,-9.073489922349172
1210.563144,-9.11011251729388
1210.570956,-9.167525799955248
1210.578768,-9.278958043256175
1210.58658,-9.44102868956914
1210.594392,-9.681280137817492
1210.602204,-10.014221667633175
1210.610016,-10.378590598696707
1210.617828,-10.736252753725129
1210.62564,-11.013901477707268
1210.633452,-11.122767892000422
1210.641264,-11.103546699061063
1210.649076,-11.127667139202767
1210.656888,-11.35138529539871
1210.6647,-11.975659652106561
1210.672512,-13.24526068221407
1210.680324,-15.312792736391824
1210.688136,-16.3353270878945
1210.695948,-14.528311578054275
