TIME_S,ACC_VERTICAL_MS2
1162.925568,-10.273070811981185
1162.93338,-10.587581905046612
1162.941192,-11.084894256699197
1162.949004,-12.22480492145052
1162.956816,-13.353391569096805
1162.964628,-13.759335718945975
1162.97244,-13.203933882435626
1162.980252,-12.93307782733251
1162.988064,-12.767167356367317
1162.995876,-11.672912251398362
1163.003688,-10.284096194308407
1163.0115,-9.16221331488105
1163.019312,-8.433115546718291
1163.027124,-8.087332204318024
1163.034936,-8.032471656799316
1163.042748,-8.178168245046212
1163.05056,-8.45838663725424
1163.058372,-8.831507187226542
1163.066184,-9.581329090226312
1163.073996,-10.258569244232413
1163.081808,-10.534112632465352
1163.08962,-10.872533513043273
1163.097432,-10.882099140625701
1163.105244,-10.8063553691948
1163.113056,-10.74282279418004
1163.120868,-10.400370358322073
1163.12868,-10.189119776217135
1163.136492,-9.923699961768257
1163.144304,-9.650154878246973
1163.152116,-9.371869675466947
1163.159928,-9.15904853165165
1163.16774,-8.973421574432525
1163.175552,-8.887327420732875
1163.183364,-8.903875806791868
1163.191176,-8.988986847648484
1163.198988,-9.086645958671433
1163.2068,-9.164901873404125
1163.214612,-9.296307018040299
1163.222424,-9.433097174273842
1163.230236,-9.567351795017856
1163.238048,-9.633780116905525
1163.24586,-9.595398491978097
1163.253672,-9.524671745739774
1163.261484,-9.393302166918154
1163.269296,-9.246832529744463
1163.277108,-9.119721326227378
1163.28492,-9.007344915057272
1163.292732,-8.90715655626095
1163.300544,-8.867618201561076
1163.308356,-8.862574577331543
1163.316168,-8.881939719432175
1163.32398,-8.954764950171654
1163.331792,-9.049888985693784
1163.339604,-9.099142461694697
1163.347416,-9.164798752318328
1163.355228,-9.179966926574707
1163.36304,-9.131577886266255
1163.370852,-9.051188078038948
1163.378664,-8.956059014070846
1163.386476,-8.8777616986175
1163.394288,-8.804526780671779
1163.4021,-8.779655670057611
1163.409912,-8.777122497558594
1163.417724,-8.806146179048818
1163.425536,-8.89111050906581
1163.433348,-9.017920672809478
1163.44116,-9.171598680770368
1163.448972,-9.398087892664194
1163.456784,-9.613159332021501
1163.464596,-9.820679291296909
1163.472408,-9.970089560752486
1163.48022,-10.036592004485943
1163.488032,-9.959564905350941
1163.495844,-9.88842365818639
1163.503656,-9.875789642333984
1163.511468,-9.83707315227159
1163.51928,-9.797926337011306
1163.527092,-9.790337562561035
1163.534904,-9.867747376277293
1163.542716,-9.858969059957337
1163.550528,-10.131939984429863
1163.55834,-10.456922053314146
1163.566152,-11.480419869461363
1163.573964,-12.302009187718873
1163.581776,-12.567610287687682
1163.589588,-12.781793566892773
1163.5974,-12.665590770232697
1163.605212,-12.167980710238112
1163.613024,-11.275233094188419
1163.620836,-10.288998469534864
1163.628648,-9.551637750237695
1163.63646,-9.092912292333976
1163.644272,-8.835088319240146
1163.652084,-8.741005567178565
1163.659896,-8.76694794999917
1163.667708,-8.98005477916993
1163.67552,-9.294357089491
1163.683332,-9.633575357915374
1163.691144,-9.927043681411421
1163.698956,-10.178830433917302
1163.706768,-10.355351339057268
1163.71458,-10.46575742126793
1163.722392,-10.476503692606446
1163.730204,-10.406362892356945
1163.738016,-10.272647606827576
1163.745828,-10.087546659626842
