TIME_S,ACC_VERTICAL_MS2
709.95456,-8.907241398898748
709.962372,-8.739116445570922
709.970184,-8.6529816145538
709.977996,-8.547417968790036
709.985808,-8.488442650222193
709.99362,-8.483868551295648
710.001432,-8.46752782693229
710.009244,-8.484145164489746
710.017056,-8.499728020435104
710.024868,-8.560244738231606
710.03268,-8.672966014404999
710.040492,-8.843862889015337
710.048304,-8.936872075099304
710.056116,-8.88698959350586
710.063928,-8.859749076461352
710.07174,-8.80153751373291
710.079552,-8.774308240546443
710.087364,-8.700526267267232
710.095176,-8.671144601828981
710.102988,-8.671685759303788
710.1108,-8.674488675576018
710.118612,-8.758841893420916
710.126424,-8.858137096799584
710.134236,-8.870898132392576
710.142048,-8.885876836399463
710.14986,-8.963009117660611
710.157672,-9.110583885596217
710.165484,-9.36804676531952
710.173296,-9.560028256359189
710.181108,-9.730361280437624
710.18892,-9.917888674065985
710.196732,-10.053870475786622
710.204544,-10.14204581944807
710.212356,-10.284646586014667
710.220168,-10.415035903812477
710.22798,-10.765732418296128
710.235792,-11.51887223785252
710.243604,-12.041656927462503
710.251416,-12.380406779627648
710.259228,-12.498604323454158
710.26704,-12.6123323762838
710.274852,-12.513824179375725
710.282664,-11.916971004503663
710.290476,-11.335727482896797
710.298288,-11.020022552683606
710.3061,-11.002131228957792
710.313912,-10.865389074353883
710.321724,-10.359208533969255
710.329536,-10.047306648108876
710.337348,-9.871584510705574
710.34516,-9.438029066575105
710.352972,-9.13873023732959
710.360784,-8.962114437886136
710.368596,-8.863827812296368
710.376408,-8.809886643865505
710.38422,-8.809255083473191
710.392032,-8.860662206404648
710.399844,-8.985949173911072
710.407656,-9.055970187805443
710.415468,-8.93391168509649
710.42328,-8.892738648945407
710.431092,-9.034723726346806
710.438904,-9.151048798104524
710.446716,-9.198567382997036
710.454528,-9.207686945040654
710.46234,-8.932223848537951
710.470152,-8.529264612091655
710.477964,-8.308201751899379
710.485776,-8.152706120112171
710.493588,-8.149864975436435
710.5014,-8.333137282211844
710.509212,-8.384460871120751
710.517024,-8.494322885552123
710.524836,-8.669490727788734
710.532648,-8.94461183226867
710.54046,-9.085468850916392
710.548272,-9.149658029774063
710.556084,-9.205068189966898
710.563896,-9.19532475932952
710.571708,-9.224958142107617
710.57952,-9.170541375757225
