TIME_S,ACC_VERTICAL_MS2
1641.894912,-11.0008238029895
1641.902724,-11.364480129950973
1641.910536,-11.421737458875874
1641.918348,-11.210467759541277
1641.92616,-11.082757066941976
1641.933972,-11.078672575227218
1641.941784,-11.185100044653732
1641.949596,-11.172670097727122
1641.957408,-10.931283398839035
1641.96522,-10.77672475519184
1641.973032,-10.494435029584082
1641.980844,-10.221740103555248
1641.988656,-10.111165629418272
1641.996468,-10.123371806195987
1642.00428,-10.118407770535498
1642.012092,-10.042117436238575
1642.019904,-9.875038158080343
1642.027716,-9.658756607688517
1642.035528,-9.458100196235877
1642.04334,-9.257847003450834
1642.051152,-9.034278196906506
1642.058964,-8.877120094182121
1642.066776,-8.765334339769247
1642.074588,-8.69702457136456
1642.0824,-8.679463386535645
1642.090212,-8.658908904918924
1642.098024,-8.62677525534238
1642.105836,-8.693158547938083
1642.113648,-8.69748338340233
1642.12146,-8.638959689074397
1642.129272,-8.695093465473978
1642.137084,-8.707300326040851
1642.144896,-8.709245057577238
1642.152708,-8.688250572816933
1642.16052,-8.693142544561132
1642.168332,-8.70778844763057
1642.176144,-8.634546710299603
1642.183956,-8.592053385187455
1642.191768,-8.697008950282523
1642.19958,-8.943583611641184
1642.207392,-9.092036676480108
1642.215204,-9.27556972911403
1642.223016,-9.675421738954183
1642.230828,-10.293042798806507
1642.23864,-11.00799307466713
1642.246452,-11.356816398247581
1642.254264,-11.143652649335964
1642.262076,-10.67228949967251
1642.269888,-10.55348904260382
1642.2777,-10.649696966836347
1642.285512,-10.758461375464158
1642.293324,-10.799524940836449
1642.301136,-10.375128860771467
1642.308948,-10.085871464523729
1642.31676,-9.994457471421049
1642.324572,-9.98906139197476
1642.332384,-9.89909828914411
1642.340196,-9.517921012667466
1642.348008,-9.083278424575358
1642.35582,-8.706272549642032
1642.363632,-8.337237444746545
1642.371444,-8.033865073614711
1642.379256,-8.157502018605753
1642.387068,-8.481682882744723
1642.39488,-8.83025625554098
1642.402692,-9.128503412694975
1642.410504,-9.294741374621893
1642.418316,-9.561877152886808
1642.426128,-9.766647607282625
1642.43394,-9.856793457828177
1642.441752,-9.86292520719373
1642.449564,-9.897466187836022
1642.457376,-9.731949935338978
1642.465188,-9.447851922776964
1642.473,-9.33053044684561
1642.480812,-9.196318452076245
1642.488624,-8.940612699590938
